"year","month","region","power_train","value"
2023,3,"EUROPEAN UNION","PHEV",78003
2023,3,"EUROPEAN UNION","HEV",264694
2023,3,"EUROPEAN UNION","OTHERS",28918
2023,3,"EUROPEAN UNION","PETROL",407533
2023,3,"EUROPEAN UNION","DIESEL",157217
2023,3,"EUROPEAN UNION","TOTAL",1087939
2023,3,"ICELAND","BEV",935
2023,3,"ICELAND","PHEV",169
2023,3,"ICELAND","HEV",317
2023,3,"ICELAND","OTHERS",0
2023,3,"ICELAND","PETROL",209
2023,3,"ICELAND","DIESEL",203
2023,3,"ICELAND","TOTAL",1833
2023,3,"NORWAY","BEV",16811
2023,3,"NORWAY","PHEV",837
2023,3,"NORWAY","HEV",1191
2023,3,"NORWAY","OTHERS",0
2023,3,"NORWAY","PETROL",196
2023,3,"NORWAY","DIESEL",331
2023,3,"NORWAY","TOTAL",19366
2023,3,"SWITZERLAND","BEV",4812
2023,3,"SWITZERLAND","PHEV",2131
2023,3,"SWITZERLAND","HEV",6920
2023,3,"SWITZERLAND","OTHERS",23
2023,3,"SWITZERLAND","PETROL",8955
2023,3,"SWITZERLAND","DIESEL",2343
2023,3,"SWITZERLAND","TOTAL",25184
2023,3,"EFTA","BEV",22558
2023,3,"EFTA","PHEV",3137
2023,3,"EFTA","HEV",8428
2023,3,"EFTA","OTHERS",23
2023,3,"EFTA","PETROL",9360
2023,3,"EFTA","DIESEL",2877
2023,3,"EFTA","TOTAL",46383
2023,3,"UNITED KINGDOM","BEV",46626
2023,3,"UNITED KINGDOM","PHEV",17933
2023,3,"UNITED KINGDOM","HEV",92964
2023,3,"UNITED KINGDOM","OTHERS",0
2023,3,"UNITED KINGDOM","PETROL",119278
2023,3,"UNITED KINGDOM","DIESEL",11024
2023,3,"UNITED KINGDOM","TOTAL",287825
2023,3,"EU + EFTA + UK","BEV",220757
2023,3,"EU + EFTA + UK","PHEV",99073
2023,3,"EU + EFTA + UK","HEV",366086
2023,3,"EU + EFTA + UK","OTHERS",28941
2023,3,"EU + EFTA + UK","PETROL",536171
2023,3,"EU + EFTA + UK","DIESEL",171118
2023,3,"EU + EFTA + UK","TOTAL",1422147
2023,4,"AUSTRIA","BEV",3395
2023,4,"AUSTRIA","PHEV",1345
2023,4,"AUSTRIA","HEV",3965
2023,4,"AUSTRIA","OTHERS",2
2023,4,"AUSTRIA","PETROL",6355
2023,4,"AUSTRIA","DIESEL",3442
2023,4,"AUSTRIA","TOTAL",18504
2023,4,"BELGIUM","BEV",6486
2023,4,"BELGIUM","PHEV",7770
2023,4,"BELGIUM","HEV",2650
2023,4,"BELGIUM","OTHERS",397
2023,4,"BELGIUM","PETROL",18599
2023,4,"BELGIUM","DIESEL",3970
2023,4,"BELGIUM","TOTAL",39872
2023,4,"BULGARIA","BEV",105
2023,4,"BULGARIA","PHEV",24
2023,4,"BULGARIA","HEV",45
2023,4,"BULGARIA","OTHERS",0
2023,4,"BULGARIA","PETROL",1977
2023,4,"BULGARIA","DIESEL",687
2023,4,"BULGARIA","TOTAL",2838
2023,4,"CROATIA","BEV",114
2023,4,"CROATIA","PHEV",110
2023,4,"CROATIA","HEV",1456
2023,4,"CROATIA","OTHERS",177
2023,4,"CROATIA","PETROL",3041
2023,4,"CROATIA","DIESEL",1227
2023,4,"CROATIA","TOTAL",6125
2023,4,"CYPRUS","BEV",16
2023,4,"CYPRUS","PHEV",22
2023,4,"CYPRUS","HEV",236
2023,4,"CYPRUS","OTHERS",0
2023,4,"CYPRUS","PETROL",468
2023,4,"CYPRUS","DIESEL",41
2023,4,"CYPRUS","TOTAL",783
2023,4,"CZECH REPUBLIC","BEV",472
2023,4,"CZECH REPUBLIC","PHEV",375
2023,4,"CZECH REPUBLIC","HEV",2988
2023,4,"CZECH REPUBLIC","OTHERS",348
2023,4,"CZECH REPUBLIC","PETROL",9633
2023,4,"CZECH REPUBLIC","DIESEL",4613
2023,4,"CZECH REPUBLIC","TOTAL",18429
2023,4,"DENMARK","BEV",3471
2023,4,"DENMARK","PHEV",1519
2023,4,"DENMARK","HEV",2399
2023,4,"DENMARK","OTHERS",0
2023,4,"DENMARK","PETROL",4042
2023,4,"DENMARK","DIESEL",635
2023,4,"DENMARK","TOTAL",12066
2023,4,"ESTONIA","BEV",112
2023,4,"ESTONIA","PHEV",30
2023,4,"ESTONIA","HEV",707
2023,4,"ESTONIA","OTHERS",8
2023,4,"ESTONIA","PETROL",813
2023,4,"ESTONIA","DIESEL",253
2023,4,"ESTONIA","TOTAL",1923
2023,4,"FINLAND","BEV",2347
2023,4,"FINLAND","PHEV",1673
2023,4,"FINLAND","HEV",1895
2023,4,"FINLAND","OTHERS",36
2023,4,"FINLAND","PETROL",1030
2023,4,"FINLAND","DIESEL",322
2023,4,"FINLAND","TOTAL",7303
2023,4,"FRANCE","BEV",17113
2023,4,"FRANCE","PHEV",10882
2023,4,"FRANCE","HEV",30933
2023,4,"FRANCE","OTHERS",6215
2023,4,"FRANCE","PETROL",53478
2023,4,"FRANCE","DIESEL",13885
2023,4,"FRANCE","TOTAL",132506
2023,4,"GERMANY","BEV",29740
2023,4,"GERMANY","PHEV",11787
2023,4,"GERMANY","HEV",47681
2023,4,"GERMANY","OTHERS",1082
2023,4,"GERMANY","PETROL",76519
2023,4,"GERMANY","DIESEL",36138
2023,4,"GERMANY","TOTAL",202947
2023,4,"GREECE","BEV",463
2023,4,"GREECE","PHEV",434
2023,4,"GREECE","HEV",3017
2023,4,"GREECE","OTHERS",359
2023,4,"GREECE","PETROL",4768
2023,4,"GREECE","DIESEL",1198
2023,4,"GREECE","TOTAL",10239
2023,4,"HUNGARY","BEV",400
2023,4,"HUNGARY","PHEV",426
2023,4,"HUNGARY","HEV",3374
2023,4,"HUNGARY","OTHERS",65
2023,4,"HUNGARY","PETROL",3059
2023,4,"HUNGARY","DIESEL",1225
2023,4,"HUNGARY","TOTAL",8549
2023,4,"IRELAND","BEV",1862
2023,4,"IRELAND","PHEV",841
2023,4,"IRELAND","HEV",1416
2023,4,"IRELAND","OTHERS",0
2023,4,"IRELAND","PETROL",3054
2023,4,"IRELAND","DIESEL",1744
2023,4,"IRELAND","TOTAL",8917
2023,4,"ITALY","BEV",3985
2023,4,"ITALY","PHEV",5948
2023,4,"ITALY","HEV",43744
2023,4,"ITALY","OTHERS",10539
2023,4,"ITALY","PETROL",37031
2023,4,"ITALY","DIESEL",24577
2023,4,"ITALY","TOTAL",125824
2023,4,"LATVIA","BEV",159
2023,4,"LATVIA","PHEV",45
2023,4,"LATVIA","HEV",396
2023,4,"LATVIA","OTHERS",26
2023,4,"LATVIA","PETROL",790
2023,4,"LATVIA","DIESEL",210
2023,4,"LATVIA","TOTAL",1626
2023,4,"LITHUANIA","BEV",190
2023,4,"LITHUANIA","PHEV",0
2023,4,"LITHUANIA","HEV",855
2023,4,"LITHUANIA","OTHERS",0
2023,4,"LITHUANIA","PETROL",1021
2023,4,"LITHUANIA","DIESEL",257
2023,4,"LITHUANIA","TOTAL",2323
2023,4,"LUXEMBOURG","BEV",765
2023,4,"LUXEMBOURG","PHEV",402
2023,4,"LUXEMBOURG","HEV",716
2023,4,"LUXEMBOURG","OTHERS",0
2023,4,"LUXEMBOURG","PETROL",1594
2023,4,"LUXEMBOURG","DIESEL",699
2023,4,"LUXEMBOURG","TOTAL",4176
2023,4,"MALTA","BEV",86
2023,4,"MALTA","PHEV",103
2023,4,"MALTA","HEV",100
2023,4,"MALTA","OTHERS",0
2023,4,"MALTA","PETROL",209
2023,4,"MALTA","DIESEL",49
2023,4,"MALTA","TOTAL",547
2023,4,"NETHERLANDS","BEV",8316
2023,4,"NETHERLANDS","PHEV",3754
2023,4,"NETHERLANDS","HEV",7362
2023,4,"NETHERLANDS","OTHERS",111
2023,4,"NETHERLANDS","PETROL",9623
2023,4,"NETHERLANDS","DIESEL",503
2023,4,"NETHERLANDS","TOTAL",29669
2023,4,"POLAND","BEV",1230
2023,4,"POLAND","PHEV",1162
2023,4,"POLAND","HEV",12030
2023,4,"POLAND","OTHERS",1029
2023,4,"POLAND","PETROL",16231
2023,4,"POLAND","DIESEL",3803
2023,4,"POLAND","TOTAL",35485
2023,4,"PORTUGAL","BEV",2006
2023,4,"PORTUGAL","PHEV",1906
2023,4,"PORTUGAL","HEV",2583
2023,4,"PORTUGAL","OTHERS",982
2023,4,"PORTUGAL","PETROL",6757
2023,4,"PORTUGAL","DIESEL",1873
2023,4,"PORTUGAL","TOTAL",16107
2023,4,"ROMANIA","BEV",881
2023,4,"ROMANIA","PHEV",0
2023,4,"ROMANIA","HEV",2836
2023,4,"ROMANIA","OTHERS",1186
2023,4,"ROMANIA","PETROL",3642
2023,4,"ROMANIA","DIESEL",1320
2023,4,"ROMANIA","TOTAL",9865
2023,4,"SLOVAKIA","BEV",175
2023,4,"SLOVAKIA","PHEV",186
2023,4,"SLOVAKIA","HEV",1910
2023,4,"SLOVAKIA","OTHERS",117
2023,4,"SLOVAKIA","PETROL",3315
2023,4,"SLOVAKIA","DIESEL",1189
2023,4,"SLOVAKIA","TOTAL",6892
2023,4,"SLOVENIA","BEV",307
2023,4,"SLOVENIA","PHEV",84
2023,4,"SLOVENIA","HEV",436
2023,4,"SLOVENIA","OTHERS",48
2023,4,"SLOVENIA","PETROL",2552
2023,4,"SLOVENIA","DIESEL",911
2023,4,"SLOVENIA","TOTAL",4338
2023,4,"SPAIN","BEV",3437
2023,4,"SPAIN","PHEV",4326
2023,4,"SPAIN","HEV",21970
2023,4,"SPAIN","OTHERS",1453
2023,4,"SPAIN","PETROL",32413
2023,4,"SPAIN","DIESEL",11150
2023,4,"SPAIN","TOTAL",74749
2023,4,"SWEDEN","BEV",6928
2023,4,"SWEDEN","PHEV",4549
2023,4,"SWEDEN","HEV",1707
2023,4,"SWEDEN","OTHERS",573
2023,4,"SWEDEN","PETROL",4743
2023,4,"SWEDEN","DIESEL",2086
2023,4,"SWEDEN","TOTAL",20586
2023,4,"EUROPEAN UNION","BEV",94561
2023,4,"EUROPEAN UNION","PHEV",59703
2023,4,"EUROPEAN UNION","HEV",199407
2023,4,"EUROPEAN UNION","OTHERS",24753
2023,4,"EUROPEAN UNION","PETROL",306757
2023,4,"EUROPEAN UNION","DIESEL",118007
2023,4,"EUROPEAN UNION","TOTAL",803188
2023,4,"ICELAND","BEV",475
2023,4,"ICELAND","PHEV",200
2023,4,"ICELAND","HEV",453
2023,4,"ICELAND","OTHERS",0
2023,4,"ICELAND","PETROL",233
2023,4,"ICELAND","DIESEL",268
2023,4,"ICELAND","TOTAL",1629
2023,4,"NORWAY","BEV",7471
2023,4,"NORWAY","PHEV",703
2023,4,"NORWAY","HEV",399
2023,4,"NORWAY","OTHERS",0
2023,4,"NORWAY","PETROL",112
2023,4,"NORWAY","DIESEL",291
2023,4,"NORWAY","TOTAL",8976
2023,4,"SWITZERLAND","BEV",3375
2023,4,"SWITZERLAND","PHEV",1443
2023,4,"SWITZERLAND","HEV",5061
2023,4,"SWITZERLAND","OTHERS",5
2023,4,"SWITZERLAND","PETROL",6617
2023,4,"SWITZERLAND","DIESEL",1648
2023,4,"SWITZERLAND","TOTAL",18149
2023,4,"EFTA","BEV",11321
2023,4,"EFTA","PHEV",2346
2023,4,"EFTA","HEV",5913
2023,4,"EFTA","OTHERS",5
2023,4,"EFTA","PETROL",6962
2023,4,"EFTA","DIESEL",2207
2023,4,"EFTA","TOTAL",28754
2023,4,"UNITED KINGDOM","BEV",20522
2023,4,"UNITED KINGDOM","PHEV",8595
2023,4,"UNITED KINGDOM","HEV",41163
2023,4,"UNITED KINGDOM","OTHERS",0
2023,4,"UNITED KINGDOM","PETROL",56885
2023,4,"UNITED KINGDOM","DIESEL",5825
2023,4,"UNITED KINGDOM","TOTAL",132990
2023,4,"EU + EFTA + UK","BEV",126404
2023,4,"EU + EFTA + UK","PHEV",70644
2023,4,"EU + EFTA + UK","HEV",246483
2023,4,"EU + EFTA + UK","OTHERS",24758
2023,4,"EU + EFTA + UK","PETROL",370604
2023,4,"EU + EFTA + UK","DIESEL",126039
2023,4,"EU + EFTA + UK","TOTAL",964932
2023,5,"AUSTRIA","BEV",4130
2023,5,"AUSTRIA","PHEV",1276
2023,5,"AUSTRIA","HEV",4429
2023,5,"AUSTRIA","OTHERS",2
2023,5,"AUSTRIA","PETROL",6831
2023,5,"AUSTRIA","DIESEL",3955
2023,5,"AUSTRIA","TOTAL",20623
2023,5,"BELGIUM","BEV",7194
2023,5,"BELGIUM","PHEV",8875
2023,5,"BELGIUM","HEV",2987
2023,5,"BELGIUM","OTHERS",402
2023,5,"BELGIUM","PETROL",18305
2023,5,"BELGIUM","DIESEL",3596
2023,5,"BELGIUM","TOTAL",41359
2023,5,"BULGARIA","BEV",117
2023,5,"BULGARIA","PHEV",13
2023,5,"BULGARIA","HEV",49
2023,5,"BULGARIA","OTHERS",2
2023,5,"BULGARIA","PETROL",2024
2023,5,"BULGARIA","DIESEL",555
2023,5,"BULGARIA","TOTAL",2760
2023,5,"CROATIA","BEV",131
2023,5,"CROATIA","PHEV",70
2023,5,"CROATIA","HEV",1563
2023,5,"CROATIA","OTHERS",210
2023,5,"CROATIA","PETROL",3657
2023,5,"CROATIA","DIESEL",1435
2023,5,"CROATIA","TOTAL",7066
2023,5,"CYPRUS","BEV",42
2023,5,"CYPRUS","PHEV",37
2023,5,"CYPRUS","HEV",618
2023,5,"CYPRUS","OTHERS",0
2023,5,"CYPRUS","PETROL",959
2023,5,"CYPRUS","DIESEL",56
2023,5,"CYPRUS","TOTAL",1712
2023,5,"CZECH REPUBLIC","BEV",575
2023,5,"CZECH REPUBLIC","PHEV",373
2023,5,"CZECH REPUBLIC","HEV",3359
2023,5,"CZECH REPUBLIC","OTHERS",348
2023,5,"CZECH REPUBLIC","PETROL",10479
2023,5,"CZECH REPUBLIC","DIESEL",5164
2023,5,"CZECH REPUBLIC","TOTAL",20298
2023,5,"DENMARK","BEV",4446
2023,5,"DENMARK","PHEV",1507
2023,5,"DENMARK","HEV",2970
2023,5,"DENMARK","OTHERS",0
2023,5,"DENMARK","PETROL",4261
2023,5,"DENMARK","DIESEL",828
2023,5,"DENMARK","TOTAL",14012
2023,5,"ESTONIA","BEV",149
2023,5,"ESTONIA","PHEV",54
2023,5,"ESTONIA","HEV",796
2023,5,"ESTONIA","OTHERS",5
2023,5,"ESTONIA","PETROL",987
2023,5,"ESTONIA","DIESEL",298
2023,5,"ESTONIA","TOTAL",2289
2023,5,"FINLAND","BEV",3275
2023,5,"FINLAND","PHEV",1597
2023,5,"FINLAND","HEV",2417
2023,5,"FINLAND","OTHERS",42
2023,5,"FINLAND","PETROL",1586
2023,5,"FINLAND","DIESEL",518
2023,5,"FINLAND","TOTAL",9435
2023,5,"FRANCE","BEV",22667
2023,5,"FRANCE","PHEV",12657
2023,5,"FRANCE","HEV",34395
2023,5,"FRANCE","OTHERS",6382
2023,5,"FRANCE","PETROL",54267
2023,5,"FRANCE","DIESEL",15168
2023,5,"FRANCE","TOTAL",145536
2023,5,"GERMANY","BEV",42780
2023,5,"GERMANY","PHEV",13803
2023,5,"GERMANY","HEV",57842
2023,5,"GERMANY","OTHERS",1336
2023,5,"GERMANY","PETROL",87700
2023,5,"GERMANY","DIESEL",43505
2023,5,"GERMANY","TOTAL",246966
2023,5,"GREECE","BEV",720
2023,5,"GREECE","PHEV",725
2023,5,"GREECE","HEV",3715
2023,5,"GREECE","OTHERS",277
2023,5,"GREECE","PETROL",6144
2023,5,"GREECE","DIESEL",1376
2023,5,"GREECE","TOTAL",12957
2023,5,"HUNGARY","BEV",479
2023,5,"HUNGARY","PHEV",432
2023,5,"HUNGARY","HEV",3372
2023,5,"HUNGARY","OTHERS",37
2023,5,"HUNGARY","PETROL",3498
2023,5,"HUNGARY","DIESEL",1181
2023,5,"HUNGARY","TOTAL",8999
2023,5,"IRELAND","BEV",1718
2023,5,"IRELAND","PHEV",670
2023,5,"IRELAND","HEV",1482
2023,5,"IRELAND","OTHERS",0
2023,5,"IRELAND","PETROL",2111
2023,5,"IRELAND","DIESEL",1550
2023,5,"IRELAND","TOTAL",7531
2023,5,"ITALY","BEV",6180
2023,5,"ITALY","PHEV",6591
2023,5,"ITALY","HEV",51819
2023,5,"ITALY","OTHERS",12754
2023,5,"ITALY","PETROL",43117
2023,5,"ITALY","DIESEL",28912
2023,5,"ITALY","TOTAL",149373
2023,5,"LATVIA","BEV",178
2023,5,"LATVIA","PHEV",47
2023,5,"LATVIA","HEV",460
2023,5,"LATVIA","OTHERS",39
2023,5,"LATVIA","PETROL",877
2023,5,"LATVIA","DIESEL",268
2023,5,"LATVIA","TOTAL",1869
2023,5,"LITHUANIA","BEV",219
2023,5,"LITHUANIA","PHEV",0
2023,5,"LITHUANIA","HEV",1083
2023,5,"LITHUANIA","OTHERS",0
2023,5,"LITHUANIA","PETROL",1032
2023,5,"LITHUANIA","DIESEL",344
2023,5,"LITHUANIA","TOTAL",2678
2023,5,"LUXEMBOURG","BEV",911
2023,5,"LUXEMBOURG","PHEV",417
2023,5,"LUXEMBOURG","HEV",802
2023,5,"LUXEMBOURG","OTHERS",0
2023,5,"LUXEMBOURG","PETROL",1677
2023,5,"LUXEMBOURG","DIESEL",595
2023,5,"LUXEMBOURG","TOTAL",4402
2023,5,"MALTA","BEV",75
2023,5,"MALTA","PHEV",82
2023,5,"MALTA","HEV",88
2023,5,"MALTA","OTHERS",0
2023,5,"MALTA","PETROL",206
2023,5,"MALTA","DIESEL",42
2023,5,"MALTA","TOTAL",493
2023,5,"NETHERLANDS","BEV",10985
2023,5,"NETHERLANDS","PHEV",4285
2023,5,"NETHERLANDS","HEV",7625
2023,5,"NETHERLANDS","OTHERS",158
2023,5,"NETHERLANDS","PETROL",9725
2023,5,"NETHERLANDS","DIESEL",357
2023,5,"NETHERLANDS","TOTAL",33135
2023,5,"POLAND","BEV",1362
2023,5,"POLAND","PHEV",1184
2023,5,"POLAND","HEV",13620
2023,5,"POLAND","OTHERS",958
2023,5,"POLAND","PETROL",17236
2023,5,"POLAND","DIESEL",4215
2023,5,"POLAND","TOTAL",38575
2023,5,"PORTUGAL","BEV",3378
2023,5,"PORTUGAL","PHEV",2309
2023,5,"PORTUGAL","HEV",2612
2023,5,"PORTUGAL","OTHERS",1054
2023,5,"PORTUGAL","PETROL",8375
2023,5,"PORTUGAL","DIESEL",2088
2023,5,"PORTUGAL","TOTAL",19816
2023,5,"ROMANIA","BEV",1402
2023,5,"ROMANIA","PHEV",0
2023,5,"ROMANIA","HEV",4157
2023,5,"ROMANIA","OTHERS",1559
2023,5,"ROMANIA","PETROL",4982
2023,5,"ROMANIA","DIESEL",1541
2023,5,"ROMANIA","TOTAL",13641
2023,5,"SLOVAKIA","BEV",284
2023,5,"SLOVAKIA","PHEV",318
2023,5,"SLOVAKIA","HEV",2078
2023,5,"SLOVAKIA","OTHERS",164
2023,5,"SLOVAKIA","PETROL",3699
2023,5,"SLOVAKIA","DIESEL",1496
2023,5,"SLOVAKIA","TOTAL",8039
2023,5,"SLOVENIA","BEV",384
2023,5,"SLOVENIA","PHEV",71
2023,5,"SLOVENIA","HEV",824
2023,5,"SLOVENIA","OTHERS",32
2023,5,"SLOVENIA","PETROL",2701
2023,5,"SLOVENIA","DIESEL",859
2023,5,"SLOVENIA","TOTAL",4871
2023,5,"SPAIN","BEV",4409
2023,5,"SPAIN","PHEV",6012
2023,5,"SPAIN","HEV",27180
2023,5,"SPAIN","OTHERS",2314
2023,5,"SPAIN","PETROL",40535
2023,5,"SPAIN","DIESEL",11575
2023,5,"SPAIN","TOTAL",92025
2023,5,"SWEDEN","BEV",11657
2023,5,"SWEDEN","PHEV",5975
2023,5,"SWEDEN","HEV",2038
2023,5,"SWEDEN","OTHERS",595
2023,5,"SWEDEN","PETROL",5835
2023,5,"SWEDEN","DIESEL",2390
2023,5,"SWEDEN","TOTAL",28490
2023,5,"EUROPEAN UNION","BEV",129847
2023,5,"EUROPEAN UNION","PHEV",69380
2023,5,"EUROPEAN UNION","HEV",234380
2023,5,"EUROPEAN UNION","OTHERS",28670
2023,5,"EUROPEAN UNION","PETROL",342806
2023,5,"EUROPEAN UNION","DIESEL",133867
2023,5,"EUROPEAN UNION","TOTAL",938950
2023,5,"ICELAND","BEV",944
2023,5,"ICELAND","PHEV",211
2023,5,"ICELAND","HEV",648
2023,5,"ICELAND","OTHERS",0
2023,5,"ICELAND","PETROL",450
2023,5,"ICELAND","DIESEL",325
2023,5,"ICELAND","TOTAL",2578
2023,5,"NORWAY","BEV",10772
2023,5,"NORWAY","PHEV",1092
2023,5,"NORWAY","HEV",1042
2023,5,"NORWAY","OTHERS",1
2023,5,"NORWAY","PETROL",157
2023,5,"NORWAY","DIESEL",278
2023,5,"NORWAY","TOTAL",13342
2023,5,"SWITZERLAND","BEV",4313
2023,5,"SWITZERLAND","PHEV",1683
2023,5,"SWITZERLAND","HEV",5900
2023,5,"SWITZERLAND","OTHERS",9
2023,5,"SWITZERLAND","PETROL",7486
2023,5,"SWITZERLAND","DIESEL",2179
2023,5,"SWITZERLAND","TOTAL",21570
2023,5,"EFTA","BEV",16029
2023,5,"EFTA","PHEV",2986
2023,5,"EFTA","HEV",7590
2023,5,"EFTA","OTHERS",10
2023,5,"EFTA","PETROL",8093
2023,5,"EFTA","DIESEL",2782
2023,5,"EFTA","TOTAL",37490
2023,5,"UNITED KINGDOM","BEV",24513
2023,5,"UNITED KINGDOM","PHEV",9025
2023,5,"UNITED KINGDOM","HEV",46142
2023,5,"UNITED KINGDOM","OTHERS",0
2023,5,"UNITED KINGDOM","PETROL",59766
2023,5,"UNITED KINGDOM","DIESEL",5758
2023,5,"UNITED KINGDOM","TOTAL",145204
2023,5,"EU + EFTA + UK","BEV",170389
2023,5,"EU + EFTA + UK","PHEV",81391
2023,5,"EU + EFTA + UK","HEV",288112
2023,5,"EU + EFTA + UK","OTHERS",28680
2023,5,"EU + EFTA + UK","PETROL",410665
2023,5,"EU + EFTA + UK","DIESEL",142407
2023,5,"EU + EFTA + UK","TOTAL",1121644
2023,6,"AUSTRIA","BEV",4612
2023,6,"AUSTRIA","PHEV",1799
2023,6,"AUSTRIA","HEV",5003
2023,6,"AUSTRIA","OTHERS",7
2023,6,"AUSTRIA","PETROL",7989
2023,6,"AUSTRIA","DIESEL",5101
2023,6,"AUSTRIA","TOTAL",24511
2023,6,"BELGIUM","BEV",9119
2023,6,"BELGIUM","PHEV",11716
2023,6,"BELGIUM","HEV",4197
2023,6,"BELGIUM","OTHERS",490
2023,6,"BELGIUM","PETROL",21877
2023,6,"BELGIUM","DIESEL",4361
2023,6,"BELGIUM","TOTAL",51760
2023,6,"BULGARIA","BEV",171
2023,6,"BULGARIA","PHEV",24
2023,6,"BULGARIA","HEV",94
2023,6,"BULGARIA","OTHERS",0
2023,6,"BULGARIA","PETROL",2815
2023,6,"BULGARIA","DIESEL",699
2023,6,"BULGARIA","TOTAL",3803
2023,6,"CROATIA","BEV",113
2023,6,"CROATIA","PHEV",102
2023,6,"CROATIA","HEV",1379
2023,6,"CROATIA","OTHERS",206
2023,6,"CROATIA","PETROL",4033
2023,6,"CROATIA","DIESEL",1254
2023,6,"CROATIA","TOTAL",7087
2023,6,"CYPRUS","BEV",72
2023,6,"CYPRUS","PHEV",25
2023,6,"CYPRUS","HEV",538
2023,6,"CYPRUS","OTHERS",0
2023,6,"CYPRUS","PETROL",429
2023,6,"CYPRUS","DIESEL",46
2023,6,"CYPRUS","TOTAL",1110
2023,6,"CZECH REPUBLIC","BEV",637
2023,6,"CZECH REPUBLIC","PHEV",498
2023,6,"CZECH REPUBLIC","HEV",3399
2023,6,"CZECH REPUBLIC","OTHERS",475
2023,6,"CZECH REPUBLIC","PETROL",10433
2023,6,"CZECH REPUBLIC","DIESEL",5038
2023,6,"CZECH REPUBLIC","TOTAL",20480
2023,6,"DENMARK","BEV",6352
2023,6,"DENMARK","PHEV",2267
2023,6,"DENMARK","HEV",3359
2023,6,"DENMARK","OTHERS",1
2023,6,"DENMARK","PETROL",5343
2023,6,"DENMARK","DIESEL",984
2023,6,"DENMARK","TOTAL",18306
2023,6,"ESTONIA","BEV",138
2023,6,"ESTONIA","PHEV",61
2023,6,"ESTONIA","HEV",809
2023,6,"ESTONIA","OTHERS",10
2023,6,"ESTONIA","PETROL",979
2023,6,"ESTONIA","DIESEL",264
2023,6,"ESTONIA","TOTAL",2261
2023,6,"FINLAND","BEV",3091
2023,6,"FINLAND","PHEV",1723
2023,6,"FINLAND","HEV",2345
2023,6,"FINLAND","OTHERS",54
2023,6,"FINLAND","PETROL",1468
2023,6,"FINLAND","DIESEL",482
2023,6,"FINLAND","TOTAL",9163
2023,6,"FRANCE","BEV",33280
2023,6,"FRANCE","PHEV",17935
2023,6,"FRANCE","HEV",46098
2023,6,"FRANCE","OTHERS",7551
2023,6,"FRANCE","PETROL",68275
2023,6,"FRANCE","DIESEL",17708
2023,6,"FRANCE","TOTAL",190847
2023,6,"GERMANY","BEV",52988
2023,6,"GERMANY","PHEV",15930
2023,6,"GERMANY","HEV",62319
2023,6,"GERMANY","OTHERS",2360
2023,6,"GERMANY","PETROL",99682
2023,6,"GERMANY","DIESEL",46860
2023,6,"GERMANY","TOTAL",280139
2023,6,"GREECE","BEV",637
2023,6,"GREECE","PHEV",695
2023,6,"GREECE","HEV",4065
2023,6,"GREECE","OTHERS",319
2023,6,"GREECE","PETROL",5874
2023,6,"GREECE","DIESEL",1804
2023,6,"GREECE","TOTAL",13394
2023,6,"HUNGARY","BEV",334
2023,6,"HUNGARY","PHEV",483
2023,6,"HUNGARY","HEV",3290
2023,6,"HUNGARY","OTHERS",90
2023,6,"HUNGARY","PETROL",3938
2023,6,"HUNGARY","DIESEL",1225
2023,6,"HUNGARY","TOTAL",9360
2023,6,"IRELAND","BEV",1431
2023,6,"IRELAND","PHEV",115
2023,6,"IRELAND","HEV",432
2023,6,"IRELAND","OTHERS",0
2023,6,"IRELAND","PETROL",558
2023,6,"IRELAND","DIESEL",453
2023,6,"IRELAND","TOTAL",2989
2023,6,"ITALY","BEV",6152
2023,6,"ITALY","PHEV",7406
2023,6,"ITALY","HEV",48100
2023,6,"ITALY","OTHERS",11917
2023,6,"ITALY","PETROL",39899
2023,6,"ITALY","DIESEL",25427
2023,6,"ITALY","TOTAL",138901
2023,6,"LATVIA","BEV",173
2023,6,"LATVIA","PHEV",43
2023,6,"LATVIA","HEV",434
2023,6,"LATVIA","OTHERS",51
2023,6,"LATVIA","PETROL",877
2023,6,"LATVIA","DIESEL",332
2023,6,"LATVIA","TOTAL",1910
2023,6,"LITHUANIA","BEV",192
2023,6,"LITHUANIA","PHEV",0
2023,6,"LITHUANIA","HEV",1322
2023,6,"LITHUANIA","OTHERS",0
2023,6,"LITHUANIA","PETROL",1079
2023,6,"LITHUANIA","DIESEL",460
2023,6,"LITHUANIA","TOTAL",3053
2023,6,"LUXEMBOURG","BEV",1095
2023,6,"LUXEMBOURG","PHEV",514
2023,6,"LUXEMBOURG","HEV",829
2023,6,"LUXEMBOURG","OTHERS",0
2023,6,"LUXEMBOURG","PETROL",1638
2023,6,"LUXEMBOURG","DIESEL",691
2023,6,"LUXEMBOURG","TOTAL",4767
2023,6,"MALTA","BEV",110
2023,6,"MALTA","PHEV",60
2023,6,"MALTA","HEV",163
2023,6,"MALTA","OTHERS",0
2023,6,"MALTA","PETROL",252
2023,6,"MALTA","DIESEL",79
2023,6,"MALTA","TOTAL",664
2023,6,"NETHERLANDS","BEV",13892
2023,6,"NETHERLANDS","PHEV",5087
2023,6,"NETHERLANDS","HEV",9479
2023,6,"NETHERLANDS","OTHERS",301
2023,6,"NETHERLANDS","PETROL",12214
2023,6,"NETHERLANDS","DIESEL",392
